time,last_timestamp_in_pcap,opened_connections,closed_connections,stalled_connections,ongoing_connections,avg_duration,bytes_in,pkg_in_0-100,pkg_in_100-200,pkg_in_200-300,pkg_in_300-400,pkg_in_400-500,pkg_in_500-600,pkg_in_600-700,pkg_in_700-800,pkg_in_800-900,pkg_in_900-1000,pkg_in_1000-1100,pkg_in_1100-1200,pkg_in_1200-1300,pkg_in_1300-1400,pkg_in_1400-1500,pkg_in_1500-1600,bytes_out,pkg_out_0-100,pkg_out_100-200,pkg_out_200-300,pkg_out_300-400,pkg_out_400-500,pkg_out_500-600,pkg_out_600-700,pkg_out_700-800,pkg_out_800-900,pkg_out_900-1000,pkg_out_1000-1100,pkg_out_1100-1200,pkg_out_1200-1300,pkg_out_1300-1400,pkg_out_1400-1500,pkg_out_1500-1600,avg_bytes_in,avg_bytes_out,ttl_changes_in,ttl_changes_out
2018-03-20 13:04:17.650939,1520948042.299943,0,0,0,2,1.0652927160263062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796.75,19,0,1,1,1,0,1,0,1,1,3,1,2,4,15,0,0.0,629.0,0,50
2018-03-20 13:04:17.682451,1520948042.800283,0,0,0,2,1.0968044996261597,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133.5,29,1,0,0,1,0,2,2,2,2,0,0,1,13,37,0,0.0,668.1497695852534,0,90
2018-03-20 13:04:17.713201,1520948043.302344,0,0,0,2,1.1275542974472046,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348.5,33,0,0,0,1,0,3,1,2,0,3,1,1,4,45,0,0.0,670.8847926267281,0,94
2018-03-20 13:04:17.739896,1520948043.835349,0,0,0,2,1.1542497873306274,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350.625,27,1,0,1,2,0,0,0,1,3,0,4,1,8,30,0,0.0,655.3557692307693,0,78
2018-03-20 13:04:17.762320,1520948044.335354,0,0,0,2,1.1766706705093384,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7144.0,21,3,0,1,0,2,0,1,1,0,0,1,2,5,29,0,0.0,635.9130434782609,0,66
2018-03-20 13:04:17.795930,1520948044.836479,0,0,0,2,1.2102819681167603,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10847.25,34,1,1,0,0,0,3,0,1,2,1,3,2,12,39,0,0.0,670.5,0,99
2018-03-20 13:04:17.828979,1520948045.336745,0,0,0,2,1.2433329820632935,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9470.875,27,2,1,5,0,1,1,1,1,1,0,0,2,8,38,0,0.0,635.5327868852459,0,88
2018-03-20 13:04:17.844032,1520948045.837231,0,0,0,2,1.258383870124817,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4315.375,19,0,2,0,0,0,0,2,2,1,1,1,3,4,12,0,0.0,624.8392857142857,0,47
2018-03-20 13:04:17.863878,1520948046.337587,0,0,0,2,1.2782317399978638,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5315.875,25,1,1,5,0,0,0,3,2,1,0,1,0,4,19,0,0.0,583.2772972972973,0,62
2018-03-20 13:04:17.880712,1520948046.838316,0,0,0,2,1.2950626611709595,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167.875,20,1,0,8,2,1,1,0,0,0,0,0,0,3,16,0,0.0,516.2272727272727,0,52
2018-03-20 13:04:17.901747,1520948047.338428,0,0,0,2,1.3160990476608276,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241.875,22,0,1,0,0,1,1,1,1,0,1,2,3,4,23,0,0.0,668.2165071770335,0,60
2018-03-20 13:04:17.919404,1520948047.839264,0,0,0,2,1.3337632417678833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900.875,23,3,0,0,0,0,0,0,1,0,0,0,4,2,20,0,0.0,588.3227554179567,0,53
2018-03-20 13:04:17.935166,1520948048.339524,0,0,0,2,1.3495408296585083,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255.125,21,1,0,2,0,1,1,2,0,3,3,0,1,2,8,0,0.0,507.8238866396761,0,45
2018-03-20 13:04:17.954128,1520948048.839885,0,0,0,2,1.3684958219528198,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264.625,19,0,0,3,1,2,1,2,2,1,1,0,1,3,19,0,0.0,597.2361111111111,0,55
2018-03-20 13:04:17.975459,1520948049.339985,0,0,0,2,1.3898118734359741,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.75,23,2,1,2,2,0,2,0,0,2,0,1,2,3,23,0,0.0,604.3358695652174,0,63
2018-03-20 13:04:17.991477,1520948049.841043,0,0,0,2,1.4058276414871216,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637.0,23,0,0,1,3,4,3,0,1,0,1,0,0,1,13,0,0.0,542.8985507246377,0,50
2018-03-20 13:04:18.014475,1520948050.341577,0,0,0,2,1.4288278818130493,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7106.375,27,1,0,1,0,0,2,1,0,3,3,1,2,4,26,0,0.0,656.6805555555555,0,71
2018-03-20 13:04:18.038640,1520948050.842577,0,0,0,2,1.4529932737350464,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7587.875,26,0,1,2,1,1,2,0,1,2,1,1,2,6,28,0,0.0,644.4511217948718,0,74
2018-03-20 13:04:18.063643,1520948051.376075,0,0,0,2,1.4780319929122925,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038.875,26,0,2,2,1,2,2,2,3,0,0,1,1,4,27,0,0.0,599.37625,0,73
2018-03-20 13:04:18.082286,1520948051.876455,0,0,0,2,1.496637225151062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831.5,24,1,0,3,1,3,3,1,0,0,0,0,0,5,17,0,0.0,576.2058823529412,0,58
